F1,F2,F3,F4,F5,F6,CODE1,ITEME,ITEMF,CODE2,prove,provf,taxyr,f7
101920,1562313,76160,1335785,55310,1006788,B,net business income,revenus nets d'entreprise,17,,,2006,5
20410,410853,19820,497295,14290,399807,B,net professional income,revenus nets de profession libéral,18,,,2006,5
9160,197167,6680,158884,5110,206777,B,net commission income,revenus nets de commissions,19,,,2006,5
23430,91629,19310,90178,13350,69918,B,net farming income,revenus nets d'agriculture,20,,,2006,5
1410,35078,1430,39648,650,21717,B,net fishing income,revenus nets de pêche,21,,,2006,5
54630,439353,31010,232771,20900,147691,B,tax-exempt income,revenus non imposables,22,,,2006,5
311040,1100238,255050,973505,196370,838247,B,other income,autres revenus,23,,,2006,5
1561170,85342793,1146360,74176089,829140,61967551,B,total income assessed,revenu total établi,24,,,2006,5
607530,1629914,504150,1697810,386160,1622490,C,rpp deduction,déductions à un rpa,25,,,2006,5
779120,3286275,626780,2986693,501730,2851282,C,rrsp contributions,déductions à un reer,26,,,2006,5
638530,466882,524400,440776,395380,364503,C,"annual union, professional, or like dues","cot. annuelles syndicales, prof., et semblables",27,,,2006,5
100850,367472,67320,263172,43390,187060,C,child care expenses,frais de garde d'enfants,28,,,2006,5
246720,279025,209030,256920,165430,233227,C,carrying charges and interest expenses,frais financiers et frais d'intérêts,29,,,2006,5
59120,78171,41480,58993,27970,41250,C,cpp/qpp contrib. on self-empl./other earning,cotisations au rpc ou au rrq,30,,,2006,5
104050,431148,83130,364824,63920,317384,C,other employment expenses,autres dépenses d'emploi,31,,,2006,5
95730,290779,74860,307084,52350,268229,C,other deductions (from total income),autres déductions (du revenu total),32,,,2006,5
1322390,6829667,1015490,6376271,758320,5885426,C,total deduction before adjustment,total des déductions avant ajustement,33,,,2006,5
53010,41333,107700,83143,87680,131304,C,social benefits repayment,remb. des prestations de progr. sociaux,34,,,2006,5
1560950,78474312,1146180,67724031,828950,55959092,C,net income after adjustment,revenu net après ajustements,35,,,2006,5
4260,66928,4330,70696,2850,68028,C,capital gains deduction,déduction pour gains en capital,36,,,2006,5
46480,98816,42730,102668,35490,83849,C,losses from other years,pertes d'autres années,37,,,2006,5
89210,641298,62690,383236,46070,261780,C,additional deductions (from net income),déductions supplémentaires (du revenu net),38,,,2006,5
136200,807042,106980,556600,82670,413657,C,total deductions (from net income),total des déductions (du revenu net),39,,,2006,5
1560460,77667828,1145770,67169325,828790,55545557,C,taxable income assessed,revenu imposable établi,40,,,2006,5
1560650,13787883,1145510,10120311,828660,7321043,C,basic personal amount,montant personnel de base,41,,,2006,5
187930,301689,78160,48080,7580,10196,D,age amount,montant en raison de l'âge,42,,,2006,5
211560,1252156,166840,1002632,118910,719814,D,"spouse,elig. depend.,adoption amt.","montant pour conjoint,pers. à charge, et frais d'adoption",43,,,2006,5
1306290,2389324,986230,1826283,735310,1372783,D,cpp or qpp contributions,cotisations au rpc ou au rrq,44,,,2006,5
1223780,818542,917170,621659,680340,469245,D,employment insurance premiums,cotisations à l'assurance-emploi,45,,,2006,5
1350330,334717,1010560,250661,747670,185877,D,canada employment amount,montant canadien pour l'emploi,46,,,2006,5
69850,31120,49550,23131,36850,16807,D,public transit passes amount,credit pour laissez-passer de transport en commun,47,,,2006,5
268770,530989,178760,352967,107010,211429,D,pension income amount,montant pour revenu de pension,48,,,2006,5
16270,69420,11840,48456,8650,34546,D,caregiver amount,montant pour aidants naturels,49,,,2006,5
29150,227882,20020,158052,14310,117973,D,disability amount,montant pour personnes handicapées,50,,,2006,5
168170,674082,129690,534283,108650,419771,D,tuition and education amounts,frais de scolarité et montant relatif aux études,51,,,2006,5
68580,62324,42940,34274,27320,19679,D,interest paid on student loans,intérêts payés sur vos prêts étudiants,52,,,2006,5
43460,175644,29700,117040,18540,74031,D,amounts transferred from spouse,montants transférés du conjoint,53,,,2006,5
186810,498672,113700,348442,68940,219518,D,allowable amt. of med. expenses,montant admissible des frais médicaux,54,,,2006,5
1560740,3234836,1145850,2368665,828820,1711141,E,total tax credits,total des crédits d'impôt,55,,,2006,5
645100,734940,532940,709037,420250,587209,E,"charitable donations,cultural, ecological, gov","dons de bienfaisance, dons aux gouvernements, dons de biens culturels ou éco",56,,,2006,5
639440,200591,529480,195092,417440,161746,E,"donations,gifts",dons,57,,,2006,5
1560740,3435427,1145850,2563757,828840,1872887,E,total non-refundable tax credits,total des crédits d'impôt non remboursables,58,,,2006,5
1548940,9638986,1140020,9188759,826000,8132224,F,basic federal tax,impôt fédéral de base,59,,,2006,5
311170,213135,260880,220948,205720,198605,F,fed. dividend tax credit,crédit d'impôt pour dividendes,60,,,2006,5
47930,128488,34210,98279,22480,66736,F,cpp contrib. on self-employ. earning,cot. au rpc pour le revenu d'un travail indép.,61,,,2006,5
1546030,9587572,1138500,9141805,825030,8096638,F,net federal tax,impôt fédéral net,62,,,2006,5
1202590,3870206,898610,3657584,678950,3329015,F,net provincial tax,"impôt provincial,territorial net",63,,,2006,5
1553490,13627600,1143160,12981508,827440,11624313,F,total tax payable,total de l'impôt à payer,64,,,2006,5
541000,0,347470,0,4412560,0,A,number of taxable returns,nombre de déclarations imposables,1,,,2006,6
541930,0,348480,0,4427090,0,A,total number of returns,nombre total de déclarations,2,,,2006,6
477280,36410596,304530,25458031,3806700,232804473,B,employment income,revenus d'emploi,3,,,2006,6
16480,541082,14030,565094,117720,3031435,B,commissions (from employment),commissions (d'emploi),4,,,2006,6
91990,353491,63450,282002,663200,2144739,B,other employment income,autres revenus d'emploi,5,,,2006,6
45650,254932,29800,161987,450900,2508177,B,old age security pension,pension de sécurité de la vieillesse,6,,,2006,6
67060,485116,43950,306289,667330,4791523,B,cpp or qpp benefits,prestations du rpc ou du rrq,7,,,2006,6
57200,1899248,39870,1352314,593860,17892860,B,other pensions or superannuation,autres pensions et pensions de retraite,8,,,2006,6
8530,6442,4470,3277,113160,84153,B,universal child care benefits,prestation universelle pour la garde d'enfants,9,,,2006,6
22210,93589,11620,49069,278160,1358870,B,employment insurance benefits,prestations d'assurance-emploi,10,,,2006,6
158790,1158755,115310,928361,1090030,6233653,B,taxable amount of dividends,montant imposable des dividendes,11,,,2006,6
232850,629082,161160,471504,1781360,4108813,B,"interest,other invest. income",revenus de placements,12,,,2006,6
30470,614902,19910,448411,290120,4247974,B,annuity income,revenus de rentes,13,,,2006,6
44190,111851,30540,85310,331270,631870,B,net rental income,revenus nets de location,14,,,2006,6
110710,622174,81510,570215,750090,3495144,B,taxable capital gains,gains en capital imposables,15,,,2006,6
59880,407583,37440,337470,513450,2905283,B,rrsp income,revenu d'un régime enregistré d'épargne-retraite,16,,,2006,6
37940,781475,24070,627476,295400,5313838,B,net business income,revenus nets d'entreprise,17,,,2006,6
13540,476021,9580,457691,77640,2241667,B,net professional income,revenus nets de profession libéral,18,,,2006,6
4000,179459,3310,162152,28260,904438,B,net commission income,revenus nets de commissions,19,,,2006,6
9540,60571,7100,61838,72720,374134,B,net farming income,revenus nets d'agriculture,20,,,2006,6
530,24400,220,12893,4240,133737,B,net fishing income,revenus nets de pêche,21,,,2006,6
10990,85785,6110,51507,123650,957107,B,tax-exempt income,revenus non imposables,22,,,2006,6
136410,658375,100050,593460,998910,4163826,B,other income,autres revenus,23,,,2006,6
541930,45854929,348480,32986353,4427090,300327716,B,total income assessed,revenu total établi,24,,,2006,6
248670,1132983,144350,692472,1890860,6775669,C,rpp deduction,déductions à un rpa,25,,,2006,6
346610,2333686,232160,1934876,2486390,13392813,C,rrsp contributions,déductions à un reer,26,,,2006,6
244220,228459,136980,128713,1939510,1629332,C,"annual union, professional, or like dues","cot. annuelles syndicales, prof., et semblables",27,,,2006,6
24690,103429,14850,63851,251100,984984,C,child care expenses,frais de garde d'enfants,28,,,2006,6
125750,209502,89590,171732,836520,1150406,C,carrying charges and interest expenses,frais financiers et frais d'intérêts,29,,,2006,6
20750,32390,16390,25662,165710,236466,C,cpp/qpp contrib. on self-empl./other earning,cotisations au rpc ou au rrq,30,,,2006,6
48880,237888,36280,212069,336250,1563313,C,other employment expenses,autres dépenses d'emploi,31,,,2006,6
38030,239351,29440,204979,290410,1310422,C,other deductions (from total income),autres déductions (du revenu total),32,,,2006,6
500900,4517688,324530,3434355,3921630,27043406,C,total deduction before adjustment,total des déductions avant ajustement,33,,,2006,6
56630,139977,35130,123216,340150,518973,C,social benefits repayment,remb. des prestations de progr. sociaux,34,,,2006,6
541900,41197744,348360,29433931,4426330,272789110,C,net income after adjustment,revenu net après ajustements,35,,,2006,6
2640,70887,2670,93743,16750,370283,C,capital gains deduction,déduction pour gains en capital,36,,,2006,6
26350,87129,20700,58954,171750,431416,C,losses from other years,pertes d'autres années,37,,,2006,6
32370,182274,22340,144839,252670,1613427,C,additional deductions (from net income),déductions supplémentaires (du revenu net),38,,,2006,6
59470,340290,44050,297536,429370,2415126,C,total deductions (from net income),total des déductions (du revenu net),39,,,2006,6
541770,40857612,348210,29138333,4424990,270378656,C,taxable income assessed,revenu imposable établi,40,,,2006,6
541600,4784737,348230,3076815,4424650,39090789,C,basic personal amount,montant personnel de base,41,,,2006,6
2020,3967,1310,3464,276990,367396,D,age amount,montant en raison de l'âge,42,,,2006,6
86260,523752,56780,348719,640350,3847072,D,"spouse,elig. depend.,adoption amt.","montant pour conjoint,pers. à charge, et frais d'adoption",43,,,2006,6
482470,905006,311260,582328,3821560,7075725,D,cpp or qpp contributions,cotisations au rpc ou au rrq,44,,,2006,6
441050,305880,277240,191690,3539570,2407016,D,employment insurance premiums,cotisations à l'assurance-emploi,45,,,2006,6
488250,121375,311730,77500,3908530,970130,D,canada employment amount,montant canadien pour l'emploi,46,,,2006,6
26140,11721,17330,7894,199720,90673,D,public transit passes amount,credit pour laissez-passer de transport en commun,47,,,2006,6
65670,129422,45240,89272,665450,1314079,D,pension income amount,montant pour revenu de pension,48,,,2006,6
6310,27304,3790,16830,46850,196556,D,caregiver amount,montant pour aidants naturels,49,,,2006,6
10280,86724,5750,45522,79500,636152,D,disability amount,montant pour personnes handicapées,50,,,2006,6
71650,307652,47100,209160,525260,2144948,D,tuition and education amounts,frais de scolarité et montant relatif aux études,51,,,2006,6
12450,8383,6530,5254,157840,129915,D,interest paid on student loans,intérêts payés sur vos prêts étudiants,52,,,2006,6
11320,42817,7230,27317,110240,436849,D,amounts transferred from spouse,montants transférés du conjoint,53,,,2006,6
42000,157005,27980,118028,439430,1341665,D,allowable amt. of med. expenses,montant admissible des frais médicaux,54,,,2006,6
541620,1133712,348370,733902,4425400,9182257,E,total tax credits,total des crédits d'impôt,55,,,2006,6
295350,446742,199000,356023,2092640,2833951,E,"charitable donations,cultural, ecological, gov","dons de bienfaisance, dons aux gouvernements, dons de biens culturels ou éco",56,,,2006,6
293990,123359,198070,98983,2078420,779770,E,"donations,gifts",dons,57,,,2006,6
541620,1257071,348370,832885,4425420,9962027,E,total non-refundable tax credits,total des crédits d'impôt non remboursables,58,,,2006,6
540310,6327989,346810,4746161,4402090,38034119,F,basic federal tax,impôt fédéral de base,59,,,2006,6
152560,174922,110430,142478,1040760,950088,F,fed. dividend tax credit,crédit d'impôt pour dividendes,60,,,2006,6
16260,50731,12780,39758,133660,383993,F,cpp contrib. on self-employ. earning,cot. au rpc pour le revenu d'un travail indép.,61,,,2006,6
539010,6290416,346070,4711773,4394630,37828205,F,net federal tax,impôt fédéral net,62,,,2006,6
447980,2660890,284610,2003321,3512730,15521018,F,net provincial tax,"impôt provincial,territorial net",63,,,2006,6
541000,9142015,347470,6878402,4412560,54253839,F,total tax payable,total de l'impôt à payer,64,,,2006,6
687910,0,270370,0,167810,0,A,number of taxable returns,nombre de déclarations imposables,1,,,2006,7
689530,0,271490,0,168080,0,A,total number of returns,nombre total de déclarations,2,,,2006,7
585730,58327813,211480,28990934,123990,52400962,B,employment income,revenus d'emploi,3,,,2006,7
36580,1879554,20120,1850563,11600,3693962,B,commissions (from employment),commissions (d'emploi),4,,,2006,7
137970,977181,56910,743394,37540,2865950,B,other employment income,autres revenus d'emploi,5,,,2006,7
61870,342505,31900,173899,23130,124845,B,old age security pension,pension de sécurité de la vieillesse,6,,,2006,7
89800,644842,45000,332492,30800,235935,B,cpp or qpp benefits,prestations du rpc ou du rrq,7,,,2006,7
81660,2979266,34470,1478903,17570,1181323,B,other pensions or superannuation,autres pensions et pensions de retraite,8,,,2006,7
8180,6247,2130,1638,800,638,B,universal child care benefits,prestation universelle pour la garde d'enfants,9,,,2006,7
15370,69846,2430,13580,750,4832,B,employment insurance benefits,prestations d'assurance-emploi,10,,,2006,7
280170,3667817,144000,3548405,114400,12156271,B,taxable amount of dividends,montant imposable des dividendes,11,,,2006,7
355090,1451266,169880,1195343,133370,3653861,B,"interest,other invest. income",revenus de placements,12,,,2006,7
38380,978306,20190,800745,13940,808517,B,annuity income,revenus de rentes,13,,,2006,7
69550,306717,35430,275770,27040,904087,B,net rental income,revenus nets de location,14,,,2006,7
203150,2250354,110720,2534142,94890,10259395,B,taxable capital gains,gains en capital imposables,15,,,2006,7
67420,821118,21460,519532,8000,534985,B,rrsp income,revenu d'un régime enregistré d'épargne-retraite,16,,,2006,7
52420,1818797,23810,1200047,16860,1910015,B,net business income,revenus nets d'entreprise,17,,,2006,7
34800,2472071,32670,4469420,28470,9477172,B,net professional income,revenus nets de profession libéral,18,,,2006,7
7390,489188,4140,445362,1940,423744,B,net commission income,revenus nets de commissions,19,,,2006,7
15180,130212,7210,150577,5620,165851,B,net farming income,revenus nets d'agriculture,20,,,2006,7
480,27550,140,6238,80,8072,B,net fishing income,revenus nets de pêche,21,,,2006,7
9290,124496,2010,85386,930,21418,B,tax-exempt income,revenus non imposables,22,,,2006,7
227830,1947167,118410,2030043,92770,3903196,B,other income,autres revenus,23,,,2006,7
689530,81712312,271490,50846411,168080,104735032,B,total income assessed,revenu total établi,24,,,2006,7
233940,1205373,61160,381749,21030,181003,C,rpp deduction,déductions à un rpa,25,,,2006,7
480530,5300530,189450,3040803,116640,2254555,C,rrsp contributions,déductions à un reer,26,,,2006,7
213710,196124,52520,45103,20400,16807,C,"annual union, professional, or like dues","cot. annuelles syndicales, prof., et semblables",27,,,2006,7
26150,127618,8650,49575,3650,21225,C,child care expenses,frais de garde d'enfants,28,,,2006,7
213310,541387,110880,521691,93920,1401839,C,carrying charges and interest expenses,frais financiers et frais d'intérêts,29,,,2006,7
44780,74121,34060,59064,26830,47162,C,cpp/qpp contrib. on self-empl./other earning,cotisations au rpc ou au rrq,30,,,2006,7
80020,575949,36050,388483,19390,357365,C,other employment expenses,autres dépenses d'emploi,31,,,2006,7
69350,612587,47690,758384,46440,2273541,C,other deductions (from total income),autres déductions (du revenu total),32,,,2006,7
640380,8633689,251770,5244853,155130,6553497,C,total deduction before adjustment,total des déductions avant ajustement,33,,,2006,7
68070,327211,31850,168990,22940,123054,C,social benefits repayment,remb. des prestations de progr. sociaux,34,,,2006,7
689200,72786051,271360,45460930,168010,98071978,C,net income after adjustment,revenu net après ajustements,35,,,2006,7
7090,361400,6470,627413,8110,1338405,C,capital gains deduction,déduction pour gains en capital,36,,,2006,7
54450,232858,31240,224679,27780,495105,C,losses from other years,pertes d'autres années,37,,,2006,7
50160,380143,24310,439697,21360,3512404,C,additional deductions (from net income),déductions supplémentaires (du revenu net),38,,,2006,7
107130,975412,58560,1291794,51520,5346569,C,total deductions (from net income),total des déductions (du revenu net),39,,,2006,7
688980,71812666,271090,44176083,167920,92732923,C,taxable income assessed,revenu imposable établi,40,,,2006,7
688690,6082275,270660,2388868,167190,1474216,C,basic personal amount,montant personnel de base,41,,,2006,7
1330,3942,680,1741,310,856,D,age amount,montant en raison de l'âge,42,,,2006,7
117970,717657,46310,286784,26440,164989,D,"spouse,elig. depend.,adoption amt.","montant pour conjoint,pers. à charge, et frais d'adoption",43,,,2006,7
605970,1132909,228590,425668,135740,253130,D,cpp or qpp contributions,cotisations au rpc ou au rrq,44,,,2006,7
506160,350320,160840,110092,77310,52453,D,employment insurance premiums,cotisations à l'assurance-emploi,45,,,2006,7
602940,149904,220350,54718,131440,32610,D,canada employment amount,montant canadien pour l'emploi,46,,,2006,7
31190,14765,9000,4368,3640,1786,D,public transit passes amount,credit pour laissez-passer de transport en commun,47,,,2006,7
93940,185045,42890,84268,24860,48404,D,pension income amount,montant pour revenu de pension,48,,,2006,7
8240,35075,2430,9822,1200,4888,D,caregiver amount,montant pour aidants naturels,49,,,2006,7
13530,112247,5160,40319,3330,25987,D,disability amount,montant pour personnes handicapées,50,,,2006,7
95190,466677,38040,190264,23530,128608,D,tuition and education amounts,frais de scolarité et montant relatif aux études,51,,,2006,7
10510,8713,2760,2400,920,755,D,interest paid on student loans,intérêts payés sur vos prêts étudiants,52,,,2006,7
15540,53849,5910,20364,2720,9103,D,amounts transferred from spouse,montants transférés du conjoint,53,,,2006,7
62070,274929,30070,181817,22490,182850,D,allowable amt. of med. expenses,montant admissible des frais médicaux,54,,,2006,7
689030,1465678,270990,581118,167600,363818,E,total tax credits,total des crédits d'impôt,55,,,2006,7
419280,951212,183920,694976,124970,2272550,E,"charitable donations,cultural, ecological, gov","dons de bienfaisance, dons aux gouvernements, dons de biens culturels ou éco",56,,,2006,7
417980,266372,183430,197133,124690,655856,E,"donations,gifts",dons,57,,,2006,7
689050,1732049,271010,778251,167650,1019675,E,total non-refundable tax credits,total des crédits d'impôt non remboursables,58,,,2006,7
686750,12756374,270270,9139654,167580,22620227,F,basic federal tax,impôt fédéral de base,59,,,2006,7
269880,548752,140530,530794,112710,1829578,F,fed. dividend tax credit,crédit d'impôt pour dividendes,60,,,2006,7
33970,111994,23320,79973,19660,68900,F,cpp contrib. on self-employ. earning,cot. au rpc pour le revenu d'un travail indép.,61,,,2006,7
684590,12634228,269240,9032684,167160,22277862,F,net federal tax,impôt fédéral net,62,,,2006,7
573520,5610558,224400,4036984,142680,10136139,F,net provincial tax,"impôt provincial,territorial net",63,,,2006,7
687910,18684505,270370,13318630,167810,32605956,F,total tax payable,total de l'impôt à payer,64,,,2006,7
5538640,0,16371720,0,0,0,A,number of taxable returns,nombre de déclarations imposables,1,,,2006,8
5556190,0,24141700,0,0,0,A,total number of returns,nombre total de déclarations,2,,,2006,8
4727910,372524182,15567850,597076404,0,0,B,employment income,revenus d'emploi,3,,,2006,8
186020,10455514,466070,11862253,0,0,B,commissions (from employment),commissions (d'emploi),4,,,2006,8
895620,6731264,2129890,10806468,0,0,B,other employment income,autres revenus d'emploi,5,,,2006,8
567790,3149427,4175420,22506047,0,0,B,old age security pension,pension de sécurité de la vieillesse,6,,,2006,8
832940,6004792,5387470,32571813,0,0,B,cpp or qpp benefits,prestations du rpc ou du rrq,7,,,2006,8
727550,23532353,2853950,49121142,0,0,B,other pensions or superannuation,autres pensions et pensions de retraite,8,,,2006,8
124270,92676,1332450,1019383,0,0,B,universal child care benefits,prestation universelle pour la garde d'enfants,9,,,2006,8
296710,1447128,2321920,13085659,0,0,B,employment insurance benefits,prestations d'assurance-emploi,10,,,2006,8
1628610,25606146,3562560,29895527,0,0,B,taxable amount of dividends,montant imposable des dividendes,11,,,2006,8
2439700,10409283,7481230,18300077,0,0,B,"interest,other invest. income",revenus de placements,12,,,2006,8
362630,6835542,1609780,13446215,0,0,B,annuity income,revenus de rentes,13,,,2006,8
463290,2118444,1222730,3055936,0,0,B,net rental income,revenus nets de location,14,,,2006,8
1158840,18539034,2529150,21423885,0,0,B,taxable capital gains,gains en capital imposables,15,,,2006,8
610330,4780917,1752830,9015445,0,0,B,rrsp income,revenu d'un régime enregistré d'épargne-retraite,16,,,2006,8
388500,10242697,1843960,21921708,0,0,B,net business income,revenus nets d'entreprise,17,,,2006,8
173570,18660330,340600,20279056,0,0,B,net professional income,revenus nets de profession libéral,18,,,2006,8
41730,2262732,150260,3137821,0,0,B,net commission income,revenus nets de commissions,19,,,2006,8
100740,820774,384320,1180781,0,0,B,net farming income,revenus nets d'agriculture,20,,,2006,8
4950,175596,33420,384472,0,0,B,net fishing income,revenus nets de pêche,21,,,2006,8
135880,1188408,3367460,19718001,0,0,B,tax-exempt income,revenus non imposables,22,,,2006,8
1437930,12044232,4045520,18233286,0,0,B,other income,autres revenus,23,,,2006,8
5556190,537621471,23422360,918041379,0,0,B,total income assessed,revenu total établi,24,,,2006,8
2206990,8543794,4243720,11432038,0,0,C,rpp deduction,déductions à un rpa,25,,,2006,8
3273010,23988701,6306420,32038643,0,0,C,rrsp contributions,déductions à un reer,26,,,2006,8
2226130,1887367,5395960,3090014,0,0,C,"annual union, professional, or like dues","cot. annuelles syndicales, prof., et semblables",27,,,2006,8
289550,1183402,1171720,3472210,0,0,C,child care expenses,frais de garde d'enfants,28,,,2006,8
1254640,3615324,2557100,4524729,0,0,C,carrying charges and interest expenses,frais financiers et frais d'intérêts,29,,,2006,8
271380,416813,1411030,1071375,0,0,C,cpp/qpp contrib. on self-empl./other earning,cotisations au rpc ou au rrq,30,,,2006,8
471720,2885110,817730,3899784,0,0,C,other employment expenses,autres dépenses d'emploi,31,,,2006,8
453900,4954935,1545100,6335722,0,0,C,other deductions (from total income),autres déductions (du revenu total),32,,,2006,8
4968900,47475446,12998780,65864516,0,0,C,total deduction before adjustment,total des déductions avant ajustement,33,,,2006,8
463010,1138228,465580,1140832,0,0,C,social benefits repayment,remb. des prestations de progr. sociaux,34,,,2006,8
5554900,489108069,23304980,852583765,0,0,C,net income after adjustment,revenu net après ajustements,35,,,2006,8
38410,2697501,58360,2868190,0,0,C,capital gains deduction,déduction pour gains en capital,36,,,2006,8
285220,1384058,535420,1916790,0,0,C,losses from other years,pertes d'autres années,37,,,2006,8
348490,5945671,3798600,25535992,0,0,C,additional deductions (from net income),déductions supplémentaires (du revenu net),38,,,2006,8
646580,10028902,4341750,30325526,0,0,C,total deductions (from net income),total des déductions (du revenu net),39,,,2006,8
5552980,479100327,22720470,822489660,0,0,C,taxable income assessed,revenu imposable établi,40,,,2006,8
5551190,49036149,24099010,211962967,0,0,C,basic personal amount,montant personnel de base,41,,,2006,8
279310,373935,4002510,18280046,0,0,D,age amount,montant en raison de l'âge,42,,,2006,8
831070,5016502,2980920,17919941,0,0,D,"spouse,elig. depend.,adoption amt.","montant pour conjoint,pers. à charge, et frais d'adoption",43,,,2006,8
4791870,8887431,15384650,18797550,0,0,D,cpp or qpp contributions,cotisations au rpc ou au rrq,44,,,2006,8
4283870,2919882,13935770,6592488,0,0,D,employment insurance premiums,cotisations à l'assurance-emploi,45,,,2006,8
4863260,1207362,16165510,3991222,0,0,D,canada employment amount,montant canadien pour l'emploi,46,,,2006,8
243550,111593,916080,357526,0,0,D,public transit passes amount,credit pour laissez-passer de transport en commun,47,,,2006,8
827130,1631797,3468010,6515020,0,0,D,pension income amount,montant pour revenu de pension,48,,,2006,8
58720,246340,161090,655038,0,0,D,caregiver amount,montant pour aidants naturels,49,,,2006,8
101530,814705,557130,4019901,0,0,D,disability amount,montant pour personnes handicapées,50,,,2006,8
682020,2930497,2333450,9480570,0,0,D,tuition and education amounts,frais de scolarité et montant relatif aux études,51,,,2006,8
172010,141782,676720,465931,0,0,D,interest paid on student loans,intérêts payés sur vos prêts étudiants,52,,,2006,8
134420,520164,843220,3530319,0,0,D,amounts transferred from spouse,montants transférés du conjoint,53,,,2006,8
554050,1981262,3426720,7385694,0,0,D,allowable amt. of med. expenses,montant admissible des frais médicaux,54,,,2006,8
5553020,11592871,24105970,47328474,0,0,E,total tax credits,total des crédits d'impôt,55,,,2006,8
2820810,6752689,5934830,9220568,0,0,E,"charitable donations,cultural, ecological, gov","dons de bienfaisance, dons aux gouvernements, dons de biens culturels ou éco",56,,,2006,8
2804520,1899132,5865210,2556986,0,0,E,"donations,gifts",dons,57,,,2006,8
5553130,13492003,24106530,49885460,0,0,E,total non-refundable tax credits,total des crédits d'impôt non remboursables,58,,,2006,8
5526680,82550373,15934370,106041190,0,0,F,basic federal tax,impôt fédéral de base,59,,,2006,8
1563870,3859212,3389280,4533021,0,0,F,fed. dividend tax credit,crédit d'impôt pour dividendes,60,,,2006,8
210620,644860,1081440,1667268,0,0,F,cpp contrib. on self-employ. earning,cot. au rpc pour le revenu d'un travail indép.,61,,,2006,8
5515620,81772979,15857640,105171449,0,0,F,net federal tax,impôt fédéral net,62,,,2006,8
4453320,35304698,11316520,44401795,0,0,F,net provincial tax,"impôt provincial,territorial net",63,,,2006,8
5538640,118862930,16371720,152384520,0,0,F,total tax payable,total de l'impôt à payer,64,,,2006,8
