,$35k - 40k,$5k - 10k,$30k - 35k,$25k - 30k,$1 - 10k,$20k - 25k,$10k - 15k,$50k - 60k,$40k - 45k,tax_year,type,$45k - 50k,$150k - 250k,$80k - 90k,$15k - 20k,$90k - 100k,< $5k,item_category,> $250k,$60k - 70k,$70k - 80k,item,< $0,$100k - 150k
284,177130.0,,163240.0,149180.0,61830.0,159270.0,76740.0,245820.0,160280.0,2007,#,148880.0,129640.0,142790.0,135490.0,99910.0,,deduction items,105640.0,204810.0,182080.0,carrying charges and interest expenses,5560.0,241210.0
285,86590.0,,96160.0,110530.0,215710.0,139090.0,215380.0,62710.0,72720.0,2007,#,53560.0,37220.0,23600.0,176770.0,18660.0,,non-refundable tax credits,29010.0,42080.0,30620.0,CPP or QPP contributions on self-employment,1100.0,50710.0
286,53170.0,,46040.0,43390.0,11050.0,30000.0,12580.0,103150.0,50640.0,2007,#,54560.0,40440.0,53480.0,20330.0,40410.0,,deduction items,21860.0,88700.0,67050.0,other employment expenses,1360.0,89500.0
287,103560.0,,118090.0,119670.0,147640.0,134190.0,148160.0,108310.0,81960.0,2007,#,73640.0,53760.0,42990.0,144240.0,30690.0,,deduction items,50920.0,77310.0,58810.0,other deductions,5630.0,79670.0
288,1063610.0,,1032070.0,919830.0,795210.0,894650.0,695410.0,1421300.0,976260.0,2007,#,881700.0,301990.0,592290.0,815510.0,374860.0,,deduction items,175540.0,1087020.0,833770.0,total deductions before adjustments,23480.0,749540.0
289,130.0,,120.0,90.0,180.0,170.0,50.0,43650.0,200.0,2007,#,160.0,40140.0,59300.0,30.0,40330.0,,tax payable,26310.0,80590.0,85940.0,social benefits repayment,0.0,83820.0
290,1470550.0,,1584390.0,1592040.0,3893210.0,1847610.0,2548620.0,1659360.0,1254000.0,2007,#,1074640.0,324760.0,637300.0,2389210.0,402240.0,,income items,189800.0,1217920.0,912130.0,net income after adjustments,0.0,803740.0
291,2030.0,,3170.0,3110.0,860.0,2700.0,1510.0,4270.0,2780.0,2007,#,2690.0,8830.0,2960.0,1320.0,2290.0,,deduction items,10640.0,5050.0,3530.0,capital gains deduction,60.0,7490.0
292,28850.0,,34430.0,28000.0,14230.0,30890.0,12860.0,45900.0,26710.0,2007,#,25720.0,32620.0,29120.0,23460.0,22410.0,,deduction items,27470.0,37710.0,37150.0,losses from other years,920.0,55530.0
293,107250.0,,132750.0,173630.0,722560.0,376780.0,994300.0,103580.0,79860.0,2007,#,66750.0,29040.0,35350.0,894530.0,27130.0,,deduction items,22890.0,72460.0,49650.0,additional deductions,2980.0,58070.0
294,136300.0,,166090.0,199760.0,736980.0,404890.0,1007890.0,149560.0,107300.0,2007,#,93340.0,66090.0,65700.0,915440.0,50500.0,,deduction items,55140.0,112220.0,87820.0,total deductions from net income,3850.0,116420.0
295,1468880.0,,1580960.0,1585260.0,3528190.0,1833410.0,2379390.0,1658610.0,1252680.0,2007,#,1074120.0,324540.0,637200.0,2357490.0,402050.0,,income items,189650.0,1217700.0,911930.0,taxable income assessed,0.0,803280.0
296,272420.0,,333810.0,368530.0,224800.0,534770.0,708430.0,209450.0,197440.0,2007,#,152180.0,760.0,16170.0,934920.0,5750.0,,non-refundable tax credits,300.0,114800.0,37350.0,age amount,28080.0,5010.0
297,1470700.0,,1583990.0,1591990.0,3903460.0,1846960.0,2547700.0,1659380.0,1253860.0,2007,#,1074460.0,324520.0,637150.0,2388770.0,401950.0,,non-refundable tax credits,188890.0,1218310.0,911910.0,other federal non-refundable tax credits,748960.0,803700.0
298,1091530.0,,1141190.0,1096520.0,1612740.0,1147100.0,1273540.0,1368120.0,979970.0,2007,#,858630.0,271790.0,560450.0,1225510.0,354370.0,,non-refundable tax credits,152400.0,1039590.0,786170.0,CPP or QPP contributions,20400.0,700990.0
299,1015650.0,,1056870.0,1002710.0,1506370.0,1026250.0,1073810.0,1285860.0,916010.0,2007,#,800970.0,197140.0,516560.0,1065660.0,318560.0,,non-refundable tax credits,87500.0,973870.0,730710.0,EI premiums,31570.0,591600.0
300,301910.0,,322810.0,300390.0,401720.0,312800.0,326770.0,329990.0,249340.0,2007,#,214240.0,46610.0,98960.0,325680.0,64300.0,,non-refundable tax credits,25610.0,232320.0,158980.0,PPIP premiums paid,6530.0,114130.0
301,1148340.0,,1197610.0,1125930.0,2076540.0,1154220.0,1230060.0,1424920.0,1024110.0,2007,#,896610.0,263290.0,571060.0,1200510.0,357140.0,,non-refundable tax credits,147170.0,1069760.0,806000.0,Canada employment amount,19640.0,700680.0
302,84480.0,,88940.0,86430.0,149200.0,100790.0,129530.0,103700.0,80130.0,2007,#,65580.0,16560.0,37690.0,114540.0,27200.0,,non-refundable tax credits,6690.0,73060.0,55080.0,public transit amount,6680.0,50490.0
303,78820.0,,65910.0,57080.0,25960.0,48670.0,26420.0,144410.0,78880.0,2007,#,76780.0,57690.0,93170.0,40920.0,63570.0,,non-refundable tax credits,37320.0,132660.0,116140.0,children's fitness amount,2170.0,135620.0
304,367760.0,,399440.0,410300.0,85980.0,515810.0,188010.0,314840.0,277850.0,2007,#,225710.0,58520.0,95080.0,513890.0,60500.0,,non-refundable tax credits,29660.0,208580.0,151940.0,pension income amount,1800.0,121210.0
305,49120.0,,57720.0,68240.0,67330.0,73900.0,78230.0,48490.0,41440.0,2007,#,34740.0,8620.0,17150.0,85390.0,10440.0,,non-refundable tax credits,4590.0,32070.0,24150.0,disability amount,6380.0,22160.0
306,195260.0,,210630.0,221080.0,26330.0,249540.0,289920.0,234800.0,169020.0,2007,#,151020.0,49930.0,102600.0,301600.0,59590.0,,non-refundable tax credits,28070.0,176590.0,139280.0,"tuition, education, textbook amounts and interest on student loans",1220.0,120260.0
307,49990.0,,67150.0,86190.0,165160.0,124050.0,133050.0,41030.0,34960.0,2007,#,26580.0,8130.0,15340.0,134580.0,10750.0,,non-refundable tax credits,3250.0,26870.0,22180.0,amounts transferred from spouse or common-law partner,58730.0,19470.0
308,316950.0,,376040.0,397490.0,178680.0,498430.0,264810.0,212100.0,222040.0,2007,#,167210.0,38650.0,54900.0,491940.0,33240.0,,non-refundable tax credits,26640.0,129010.0,83940.0,medical expenses,14880.0,74030.0
309,1470950.0,,1584310.0,1592420.0,3907410.0,1847760.0,2548960.0,1659750.0,1254070.0,2007,#,1074580.0,324800.0,637190.0,2389550.0,402090.0,,non-refundable tax credits,189280.0,1218540.0,912130.0,total tax credits on personal amounts,749370.0,804080.0
310,439070.0,,437090.0,395080.0,38380.0,369910.0,108070.0,644660.0,434480.0,2007,#,386940.0,214750.0,335170.0,251920.0,220690.0,,non-refundable tax credits,139750.0,528880.0,441450.0,donations and gifts,0.0,477420.0
311,433480.0,,432560.0,389450.0,37240.0,363530.0,103970.0,638960.0,429320.0,2007,#,383760.0,214310.0,333750.0,244840.0,219800.0,,non-refundable tax credits,139560.0,525420.0,438000.0,total tax credit on donations and gifts,0.0,475700.0
312,1470990.0,,1584330.0,1592480.0,3907450.0,1847780.0,2548980.0,1659750.0,1254110.0,2007,#,1074580.0,324800.0,637190.0,2389550.0,402090.0,,non-refundable tax credits,189320.0,1218580.0,912130.0,total federal non-refundable tax credits,749370.0,804100.0
313,236130.0,,223320.0,182440.0,1240.0,175490.0,56470.0,334650.0,212000.0,2007,#,193400.0,163070.0,179290.0,114180.0,127050.0,,non-refundable tax credits,122780.0,274030.0,235770.0,federal dividend tax credit,0.0,304390.0
314,1424060.0,,1500370.0,1416640.0,63350.0,1405980.0,638040.0,1644290.0,1228420.0,2007,#,1060930.0,323930.0,635560.0,1149370.0,401230.0,,tax payable,189410.0,1212100.0,908950.0,basic federal tax,60.0,802190.0
315,1420370.0,,1495190.0,1405900.0,61610.0,1387860.0,619060.0,1640310.0,1225720.0,2007,#,1058340.0,322750.0,634040.0,1121390.0,400090.0,,tax payable,188930.0,1209770.0,907660.0,net federal tax,60.0,799790.0
316,86590.0,,96490.0,110530.0,215570.0,139180.0,215370.0,62880.0,72810.0,2007,#,53600.0,37260.0,23630.0,176870.0,18740.0,,non-refundable tax credits,29040.0,42080.0,30730.0,CPP contributions on self-employment,1100.0,50740.0
317,1063150.0,,1106800.0,1066780.0,39250.0,1061350.0,256310.0,1258490.0,925340.0,2007,#,808160.0,271170.0,526940.0,677690.0,330950.0,,tax payable,160300.0,949450.0,732760.0,net provincial or territorial tax,60.0,674170.0
318,1443680.0,,1531830.0,1480270.0,244510.0,1524380.0,757330.0,1648860.0,1238480.0,2007,#,1066100.0,324360.0,636130.0,1224540.0,401600.0,,tax payable,189560.0,1213050.0,910430.0,total tax payable,740.0,802630.0
319,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,$,0.0,0.0,0.0,0.0,0.0,,number items,0.0,0.0,0.0,number of taxable returns,0.0,0.0
320,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,$,0.0,0.0,0.0,0.0,0.0,,number items,0.0,0.0,0.0,number of non-taxable returns,0.0,0.0
321,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,$,0.0,0.0,0.0,0.0,0.0,,number items,0.0,0.0,0.0,total number of returns,0.0,0.0
322,39225101947.41714,,33754841094.897137,26765474613.858727,10179572802.45576,22044103889.2052,12788314105.456146,76343718140.8909,41440768291.59044,2008,$,39549193330.58973,43238782808.3985,51604037463.60264,17847818411.397675,37287503871.64474,,income items,61760375092.79365,67923438595.583565,60685551909.94605,employment income,318319126.60320497,86508320217.3803
323,315489589.0691912,,239956870.22917548,153353242.39685342,30480987.05087717,150979727.41686514,55130379.65786649,657562545.914251,348169374.0251408,2008,$,321893684.11704844,2271812060.794831,812657464.8126236,84190554.26933402,673976061.3105866,,income items,3959913054.737935,783535754.6276008,872653550.179466,commissions (from employment),8434768.975180546,2544061920.94618
324,556487069.8011671,,539003274.9647814,490444015.48299336,433547784.6339968,450601929.3050236,414017931.9768989,776154782.3495541,486796933.900317,2008,$,434816955.8385738,912596730.5139909,430108385.6120693,479381897.28690916,350454981.0429073,,income items,3169640253.655561,736870911.7316926,486236520.6411531,other employment income,119324070.22079933,1015413883.1285939
325,1897801042.425068,,2191024643.5130076,2172898021.702875,893236100.6841699,3309178759.789261,3463360534.730055,1368079749.4213793,1288546119.4507446,2008,$,1041619246.666909,225509196.63802463,363795014.3100636,6068036094.477685,227278344.3777381,,income items,153516970.97649148,1002863922.6719061,589307507.4966716,Old Age Security Pension,35057695.334049,470352650.7172038
326,3150132377.989019,,3584906478.696009,3447822802.407353,1478374573.0724733,4589298901.061047,3218658832.239958,2623953775.8628693,2307226882.2254057,2008,$,1931097281.9660974,424283384.26534814,678783527.9945906,6686859799.13985,425175650.0818992,,income items,303197858.2515297,1838465365.6244164,1094720051.2469802,CPP or QPP benefits,56536907.0534151,904015814.5516168
327,4758029443.749546,,4219097594.0040703,2734214535.1786017,147829325.82074183,2216404771.0559654,340800489.09189945,7148118371.16521,4715858895.422227,2008,$,4725158458.975764,1608027828.854333,2380401469.9788213,1213344154.3185885,1631653093.7014382,,income items,1183784003.1719847,5432719757.253185,3633621774.8107405,other pensions or superannuation,53155747.05645958,3429742332.277387
328,135745277.5638293,,163296731.7736654,181125565.36177173,886367192.286065,200248843.69359392,291220398.3988112,119520764.28627056,113596866.48204984,2008,$,88521120.25828485,6904071.582993665,33661057.58425035,220542396.7724937,18326612.424187228,,income items,2433951.704015752,71232920.63784249,49263622.02908993,Universal Child Care Benefit,16945358.567777384,25128491.00109807
329,1454886664.4163394,,1879609588.4927964,2147482730.9750285,638178840.2443469,2123336611.4517586,1268477830.525038,1003417742.8339033,1077329658.6204548,2008,$,810724588.4932723,27463546.247614305,174390716.60605502,1984220063.5367239,81702758.93845743,,income items,7137027.682881403,528416958.61422247,320378370.61825037,EI benefits,15532238.075062145,119875692.68374103
330,1050868263.1421688,,748724201.5877727,554415738.4413162,140490109.8247503,423786704.278795,169107448.07652557,2162667732.599314,1148280174.9296598,2008,$,1122244034.2186217,5550169190.179605,1880817224.1238184,335451289.59070367,1553823779.3483784,,income items,18804508676.91259,2221948466.923577,2109952624.2034914,taxable amount of dividends,26118554.42562095,5716454792.668811
331,3362145504.7269435,,2967840933.2782807,2299508563.142333,803980948.9413332,2297604256.910703,891432888.6090955,4270308377.396373,2688919957.643825,2008,$,2528770330.9177,2687250805.211139,2050505963.6005352,1920676891.8942325,1429426320.857854,,income items,5843675195.596183,3628401140.704295,2709486025.4056125,interest and other investment income,55679804.42175267,3849454502.507202
332,0.0,,868091.1269401553,0.0,0.0,0.0,0.0,0.0,0.0,2008,$,0.0,0.0,20878.141027674617,0.0,0.0,,income items,0.0,0.0,0.0,Registered Disability Savings Plan income,0.0,0.0
333,137897923.78873533,,121356941.84717816,107445506.82558022,52105246.90790922,179074013.29342076,108345464.58882578,147416158.39829943,130576289.38518816,2008,$,114909991.6677378,338086330.75830173,151015989.45128158,150840173.52683803,116613208.43578494,,income items,1006159372.4056953,211686768.42817628,152323620.38933071,net rental income,-165068077.2124344,385876395.57064897
334,247545525.0679713,,216034916.00957143,202414676.1128332,114002341.95779784,146361262.85163796,135761760.3067459,510351872.37764513,212246082.8378124,2008,$,250603623.30376172,1914261808.3510973,471048222.4682837,122070095.19070242,431306131.5973413,,income items,8526680046.232009,541109769.5095209,536838541.3950697,taxable capital gains,30958986.595458146,1679710178.949034
335,686369985.1343309,,598708165.2067641,484428913.16796756,241226041.43375257,481422460.85998243,327648359.09399223,1011066834.3967266,607045136.5739727,2008,$,540286731.2132193,576768535.5352613,480869739.54751295,423101022.173465,448215228.1307021,,income items,655240676.8620678,898545741.6023659,699437503.7185997,RRSP income,28141536.406249844,1055595513.8106457
336,1512314738.4367778,,1651087346.4496198,1651923570.9402547,1101809828.4001672,1761688749.1189625,1766118211.5654125,1900747058.009025,1301479578.392625,2008,$,1130919451.2403846,1469962879.937376,929934378.363183,1876347104.24484,791383737.9549509,,income items,1953539085.871792,1501300969.6199155,1199978847.5122929,net business income,-1829081190.6572406,2214421347.6583366
337,253491399.86274752,,193483227.1510996,180181653.61741528,45335234.96730378,185646232.3190272,116458270.65236904,443563798.0796417,182948556.72834605,2008,$,189170242.7545931,4801028524.620807,493076858.95153606,177958681.02273184,500286410.7032504,,income items,11276323527.630062,545629337.6172485,550904914.2000836,net professional income,-86984928.61845909,2392945936.187871
338,146405216.83274883,,150809405.74006042,125498505.71735214,72728454.84514065,172591899.9290917,102139162.45596756,272984990.485429,124384272.29619098,2008,$,127652250.79178594,535630905.7640479,229055184.06414604,138522070.32051003,228336536.4729829,,income items,457813678.7557935,268274222.55986893,270680703.02569044,net commission income,-76949135.88131425,587511987.3682916
339,202405885.31661105,,74258053.38779977,88050812.66039827,-97994302.03721026,137306742.7427938,36632346.70734678,169944771.41668808,66414465.45856074,2008,$,127019313.46378908,239114052.64137408,151930232.25838822,56468778.38269322,88079382.74812037,,income items,242730366.4372729,159200220.73413005,157543155.64624935,net farming income,-379664599.1901519,256261599.52226156
340,44231990.04142034,,36052154.15668298,38725655.0577531,-12397220.372327635,24503245.6197956,-7834797.133016842,53891976.24006706,33444584.227279197,2008,$,29243682.48260551,22913210.35310901,18621104.097630214,11719230.213692095,6277727.3521634275,,income items,13266410.348795565,29248077.880716603,29076657.35438412,net fishing income,-5019544.6428640885,32952299.638837185
341,694809149.5076226,,877453324.9167758,1101494458.5856962,3353828312.651234,2032648559.924707,8872735233.765717,625102530.8638557,573584069.6037768,2008,$,429231503.68890697,72488905.64808628,108524577.06185268,5233719206.623139,71512028.41789666,,income items,29944748.48132427,360759991.9143564,242892996.1673832,tax-exempt income,18136511.455882613,219178724.50852817
342,2606767769.248509,,2111432774.5174007,1783444870.919327,1097772655.2351317,1833166713.201498,1319362255.6075926,1775091416.8092015,1323184054.2651846,2008,$,1330868309.0128965,2057172683.6855304,1075402276.548742,1851965830.9226274,765984929.9700209,,income items,5078531984.364435,1836942360.1789238,1370549963.1598115,other income,-86204745.45374073,2631391888.3163595
343,62438924565.83882,,56319846910.79613,46710350650.25149,21600474160.153885,44759955372.87865,35677887106.373245,103383661192.09756,60170799145.20968,2008,$,56823940835.1131,68980225262.28232,64518658828.02857,46883235943.004486,47127316795.5114,,income items,124428410884.02255,90520590155.568,77761402155.69498,total income assessed,-1846632015.3148203,116038663971.69388
344,581821045.6639585,,389427877.2444092,209723124.32204708,33240198.21511354,114920980.16301551,33874234.392638184,1948143734.6904304,775692166.6983618,2008,$,879691681.4048481,600189414.3702012,1902620596.453877,70246153.76190291,1160630144.7722929,,deduction items,256244017.92981735,2062187832.9302828,1971284406.895788,Registered Pension Plan contributions,2081221.0056008282,2046357806.633195
345,1317281034.6019914,,961672449.2738316,731454682.4093026,98918434.4900668,527904894.73428047,131021323.44393596,3542373310.024525,1739595280.5135715,2008,$,1617781217.26284,3680021794.970456,2733364025.644106,320176182.30514026,2267640827.987407,,deduction items,2562595117.081589,3104363097.458245,3073699701.385757,RRSP deduction,23908768.02527076,6450241233.776047
346,727805403.1275706,,565943768.837176,338512684.37507737,2354834.5380161437,203883837.93146485,4197605.196090371,1729574871.6698153,819659334.0035889,2008,$,944906203.1790812,487139774.952982,629691326.4918332,40148665.1962183,475154623.153569,,deduction items,248341092.12607852,1340782129.4524586,910424304.9975848,deduction for elected split-pension amount,1788927.0312133832,1101744996.2780282
347,219206195.74672252,,170061249.46663195,122234922.61986826,49493281.58039434,84667454.96438722,48263668.95881709,550579654.7398629,254437509.30615956,2008,$,267668756.4700664,88615621.31767327,360957784.82935536,62553108.21796871,214581138.08432865,,deduction items,25831754.69887237,518188867.20971745,455935744.91283065,"annual union, professional, or like dues",1982324.548101317,342611393.11366826
348,368339855.9569301,,400328464.5599109,351079127.574682,104336861.51151223,285103103.07770246,164862592.35074097,492545015.78009415,348612210.3848331,2008,$,321144268.73910767,65844162.55364689,186408833.89130118,202441048.50149968,111783764.76122546,,deduction items,28650303.73760844,327849448.55757457,269643389.07147324,child care expenses,3674552.8208707324,192089885.94988424
349,189488909.11764708,,151629147.48777857,119522961.98532613,70204397.47984757,130802652.38790926,79325947.40988584,329547171.07798284,198859897.89048967,2008,$,178059775.17928693,602182727.4135803,285711865.71608835,153729048.93535155,223807078.7195053,,deduction items,1597323935.6043026,317942221.2151791,305806527.03046125,carrying charges and interest expenses,20386955.28876038,693509210.5162679
350,94009873.64950772,,91448455.40027042,91949530.78493457,33711604.662527874,95266957.5092793,75471183.26646043,102462224.21713264,79239138.29719181,2008,$,67273765.78927872,70618663.75181775,40456343.06399455,90873757.09724544,31449073.48484461,,non-refundable tax credits,57180832.876689695,73081185.54355557,55244660.00875482,CPP or QPP contributions on self-employment,1833979.8618520496,85303688.8409674
351,192789853.09907523,,158510143.23068905,112550761.73161057,18463968.61515877,79440227.76077417,24808725.78851631,480927978.57248485,207199066.95675403,2008,$,227525585.5214869,511925424.9014151,320812416.18172044,58379677.71148933,250523407.2882344,,deduction items,418749578.04348654,426427239.69403195,396177011.04398704,other employment expenses,4433857.844561426,760767592.4121578
352,254054010.82096696,,234759311.9628123,197247885.63324764,106429071.0123908,173573172.55739242,132505869.1559564,422935095.8947714,212809792.64555964,2008,$,232570403.70348972,778909598.1156793,268284112.2056189,105740092.35847756,250059692.78751448,,deduction items,1940650679.7605505,329935064.96128654,354822907.9158024,other deductions,10295121.225699132,725300026.2042496
353,287898.5762763553,,557116.7105805806,0.0,0.0,0.0,1606518.0096031737,27682217.30364101,81314.86505515379,2008,$,0.0,219733643.5200532,126027052.34021065,0.0,117069230.98981044,,tax payable,151510471.7387792,68675897.78671624,112845253.40505356,social benefits repayment,0.0,377464702.4355517
354,3945084080.3606467,,3124337984.174091,2274280076.8342075,517153750.95455587,1695565478.7852616,695937667.9726447,9626771273.970741,4636184612.712037,2008,$,4736629349.196178,7105180825.867505,6854333257.968577,1104293228.3329327,5102700080.878261,,deduction items,7287078882.447302,8569432984.809049,7905885005.51702,total deductions before adjustments,70386806.50145778,12775389437.310492
355,58533405661.57515,,53223217516.31433,44454821341.759186,21179491719.86996,43102754027.6565,34995278483.17248,93927920352.87694,55749909922.77502,2008,$,52112728974.34382,61875220252.33925,57675509660.55367,45788981803.95729,42027174836.33378,,income items,117166458294.87727,81960905064.91983,69879334713.69243,net income after adjustments,0.0,103289495281.8151
356,20257291.044483244,,22642893.36927701,12978511.772519207,805456.7038571314,11119258.371528396,33641278.29275045,87221181.26693016,28683269.22344161,2008,$,17827734.73857858,804956727.321995,132344338.27537388,3063592.483429308,59892793.51123186,,deduction items,2463420650.6515512,118388949.27266504,85557523.08188282,capital gains deduction,0.0,501733595.5313265
357,43671576.78225645,,44042987.9226435,36270825.21270968,25989989.030871585,60057620.9403977,33165476.44722502,68975883.70779808,37103753.15476112,2008,$,38798179.12658608,131072969.37174128,45515446.28985845,45608848.49971909,37910308.70814602,,deduction items,297737674.94802886,68434150.89060631,71355991.78495298,losses from other years,2480103.3841821905,133892617.26000512
358,784684052.3841231,,1067800435.5156133,1259363972.5416946,3387943195.090455,2196751847.251757,9002359919.459854,933138623.5861672,734329272.7739551,2008,$,511262818.6361684,410451066.40974975,226038842.11041093,5427798010.218293,166518558.58909392,,deduction items,2815394241.7418394,576708098.8112339,419594593.3303435,additional deductions,18883729.134767808,562396682.5615269
359,848611821.3613348,,1163505833.9864733,1309368219.1525028,3414737541.975656,2267928726.563683,9069165575.350302,1089336787.4104233,800116295.1521577,2008,$,571633611.6919812,1349337771.875694,403897527.8261155,5498022186.98964,268772001.3959498,,deduction items,5590093690.072158,769216646.4311992,578236598.5043652,total deductions from net income,21363832.51895,1201196372.7890651
360,57687242076.961685,,52060364398.94737,43146320114.884094,17801630469.19682,40838199867.99262,25970165785.390568,92838734107.85182,54950693585.3861,2008,$,51541175578.667366,60542959700.97468,57272345065.36257,40296456062.30557,41757199594.70493,,income items,111589945286.11888,81191907089.54465,69306089089.74321,taxable income assessed,0.0,102094434884.78912
361,1524507572.7969398,,1968404322.2834964,1986826534.6166,1342526003.6530333,3048330562.338077,3906165027.7860055,656450510.1921455,928268522.4790804,2008,$,647900362.0165488,2139460.0305727627,22886837.96444248,5576572346.632918,8254557.652625881,,non-refundable tax credits,1003249.618856154,242439171.31241325,73500946.06316462,age amount,196442428.9293905,6652435.041133798
362,18251447819.93901,,19027528979.37021,18711064710.769882,43295593328.98433,22019078690.059704,30502859650.72748,21072558276.924328,15627402839.56534,2008,$,13249318843.240593,4458192966.203472,8812877603.439373,29044589628.61513,5845758614.300838,,non-refundable tax credits,2485625103.0592465,15686627532.563688,11857065503.057749,other federal non-refundable tax credits,8379978140.026763,11541803375.840807
363,1806911901.4344327,,1533570883.702006,1200538161.9219296,224232333.4867532,969853384.0080967,472040483.5918621,3016445245.590707,1916102381.310116,2008,$,1764930355.2258906,631379159.3664916,1354840810.310778,746171574.1347576,888422040.9029992,,non-refundable tax credits,330913041.0410039,2296379039.6872373,1792822452.7893364,CPP or QPP contributions,17580493.5948298,1722001600.7244086
364,607371494.8837212,,523833657.233884,415561815.563419,159644155.9433501,343011374.34177744,197264368.37616423,942146992.0148448,633119737.0184829,2008,$,557902387.9929379,158039835.63280246,425255866.0974266,276419994.10924536,272494903.59604245,,non-refundable tax credits,64649713.11695835,719512385.7414727,557465045.8808845,EI premiums,13605954.852877218,501109448.99955183
365,50819592.96041557,,45035249.04622193,35281860.637714565,11698352.07266442,28636018.6937474,16260775.311975213,84642181.42524846,48814192.57223103,2008,$,43956178.80994948,13930115.463570062,31194140.39440143,23910965.7243263,21013299.51959062,,non-refundable tax credits,7551293.954851579,66732032.97208695,48736174.2557592,PPIP premiums paid,629640.7794135556,37683945.70542492
366,1253389527.6591961,,1268821770.4272304,1205567596.2105436,2144299363.893072,1237540820.9201355,1308468261.3892572,1612910017.306225,1155561151.9006793,2008,$,979115586.67769,312329297.8273179,695965139.2108389,1306883720.3702095,455262150.15230614,,non-refundable tax credits,162636323.2074742,1214362787.8308332,931243108.1507599,Canada employment amount,23586805.11363345,876411615.5644474
367,84563064.25924885,,83801561.53650261,75750291.04651462,67563862.06461062,83585088.17953146,63562950.93399149,115646220.85134529,78774324.94694412,2008,$,74658034.61590889,22283569.57369545,46803297.93640764,81263219.12734848,37267481.7343992,,non-refundable tax credits,8086433.674876712,85591587.41724376,65176062.04076129,public transit amount,5838187.541054487,68774794.24421574
368,44507801.27289121,,34175319.16324781,31051289.955791026,12151078.078106627,20859460.58570249,15265217.639813464,84514714.88002686,40817864.55863166,2008,$,43779264.03597813,53719456.8642068,68471511.77455057,18374961.80340921,48460363.02428834,,non-refundable tax credits,33996206.690220915,82833475.10253517,75210755.92837839,children's fitness amount,1155989.7032165106,111135443.53983976
369,862733136.6427372,,897975438.6974523,819738451.1695888,157490410.8689163,1019199419.7517698,340580719.18634504,706387726.9817598,611700962.0231442,2008,$,526868679.6295912,107497152.75338551,205239818.248736,980867152.8249592,127577529.02389742,,non-refundable tax credits,59244472.28984617,508543166.05493176,322661779.9369613,pension income amount,8555642.423235506,258785656.88755468
370,430171020.0351523,,464589184.94403785,519760222.0344318,498363424.0296487,716805919.3545692,886562787.5020084,499899615.6694745,341668580.21883965,2008,$,293355463.0312728,79857790.58132765,175712632.58796516,1201707337.8194792,111822224.49469753,,non-refundable tax credits,42490313.53990117,292778567.02919227,234171427.46545407,disability amount,51152544.3673306,226904735.5382956
371,856743307.8668503,,1063743483.0590775,1207332348.5521455,68298992.39869031,1289506513.9380176,523772121.6603288,1033767966.7909756,806469843.1217375,2008,$,650766161.584979,270998270.5392166,444823079.63846886,1367208361.7458556,312301826.5891236,,non-refundable tax credits,172472125.3305645,727206530.1349348,565149300.6285964,"tuition, education, textbook amounts and interest on student loans",6591998.317106319,671211355.8987112
372,209685763.43810284,,284997613.5230363,376406510.3403069,658930613.5763277,660331646.7242372,810141099.394025,172021597.02417782,154240013.96576568,2008,$,128467597.14139304,28699751.966358196,65226609.11903883,969606142.8643484,39555286.45122123,,non-refundable tax credits,12666438.50663186,125398510.41032486,88867257.85953313,amounts transferred from spouse or common-law partner,251790380.79375592,76283233.0674842
373,944757858.4928321,,1046276170.9656082,1035147022.9483297,198957695.4984614,1359434001.3368664,388693845.7598573,737129141.3707192,655087936.7777077,2008,$,596665403.9346353,208885800.98188457,206036484.15637088,1230231273.8613935,157458544.2326109,,non-refundable tax credits,244170958.16818252,474441469.8100447,320541000.34836066,medical expenses,29522790.262659684,405218344.9584978
374,4038240147.927075,,4235483638.162211,4142108899.5397563,7323220043.415731,4918371369.143032,5913126881.149507,4609026546.633143,3448939233.5275702,2008,$,2932946966.523869,951937741.3072963,1882811636.0167246,6422174419.137685,1248532612.746442,,non-refundable tax credits,543647013.0691471,3377564561.300645,2539234674.970676,total tax credits on personal amounts,1347263143.96726,2474975053.436077
375,422608737.58502316,,407722623.0322911,295235594.57329124,13965278.648458775,223758729.3402833,51049252.51172,727317513.9372398,420557185.5166721,2008,$,401830591.8643757,810968533.0884376,533499137.6801696,142118604.8249089,432770898.01786166,,non-refundable tax credits,2551154994.64795,718484961.4330058,594823732.1260887,donations and gifts,0.0,1091526794.5192735
376,112532081.28963844,,108367441.57938124,77383181.44478433,3540493.178482507,57476423.39966046,12827969.387214394,196187495.83894733,112815584.46780372,2008,$,107972954.59891096,228933211.76656333,145853594.36980712,35890623.27610044,119381210.39624348,,non-refundable tax credits,735695142.7369761,195666641.16278324,162037450.21483827,total tax credit on donations and gifts,0.0,303257196.12602943
377,4150772229.2167134,,4343851079.741593,4219492080.9845405,7326761635.443744,4975847792.542692,5925954850.53672,4805214042.472091,3561755916.8449016,2008,$,3040919921.122781,1180870953.07386,2028665230.386532,6458065042.413786,1367913823.1426857,,non-refundable tax credits,1279342155.8061233,3573231202.463428,2701272125.1855145,total federal non-refundable tax credits,1347263143.96726,2778233348.411634
