F1,F2,F3,F4,F5,F6,CODE1,ITEME,ITEMF,CODE2,prove,provf,taxyr,f7
168500,913504,110240,601319,64870,350560,B,Old Age Security pension,Pension de sécurité de la vieillesse,7,,,2005,5
252100,1793217,159160,1112406,96750,681214,B,CPP or QPP benefits,Prestations du RPC ou du RRQ,8,,,2005,5
230290,6417733,150530,4645829,89410,2914789,B,Other pensions or superannuation,Autres pensions et pensions de retraite,9,,,2005,5
113800,577701,62910,299068,32650,137784,B,Employment Insurance benefits,Prestations d'assurance-emploi,10,,,2005,5
315050,1289998,254240,1273661,197090,1066733,B,Taxable amount of dividends,Montant imposable des dividendes,11,,,2005,5
536120,1088530,394950,904150,292700,695742,B,interest &amp; other invest. income,Revenus de placements,12,,,2005,5
110330,1235078,72630,989485,42570,683016,B,Annuity income,Revenus de rentes,13,,,2005,5
109010,168666,81090,189655,59980,140050,B,Net rental income,Revenus nets de location,14,,,2005,5
200670,689592,163430,704635,126170,607011,B,Taxable capital gains,Gains en capital imposables,15,,,2005,5
188400,881788,130410,650176,92840,525089,B,RRSP income,Revenu d'un REER,16,,,2005,5
97690,1512748,70020,1073496,49920,938304,B,Net business income,Revenus nets d'entreprise,17,,,2005,5
23430,508530,19770,470182,17400,547733,B,Net professional income,Revenus nets de profession libéral,18,,,2005,5
9200,228411,7510,228837,5190,185495,B,Net commission income,Revenus nets de commissions,19,,,2005,5
23540,112248,16210,84003,12730,66682,B,Net farming income,Revenus nets d'agriculture,20,,,2005,5
1770,37253,1130,38013,700,24299,B,Net fishing income,Revenus nets de pêche,21,,,2005,5
53690,391019,29200,215503,16340,119606,B,Tax-exempt income,Revenus non imposables,22,,,2005,5
286990,1028589,219900,803513,164290,758039,B,Other income,Autres revenus,23,,,2005,5
1506590,82441749,1081630,69929728,765100,57143982,B,Total income assessed,Revenu total établi,24,,,2005,5
608380,1609760,490780,1634622,364630,1498843,C,RPP deduction,Déductions à un RPA,25,,,2005,5
767070,3282373,603760,2984588,463890,2625312,C,RRSP contributions,Déductions à un REER,26,,,2005,5
631650,457662,510850,426432,364780,324181,C,"Annual union, professional, or like dues","Cot. annuelles syndicales, prof., et semblables",27,,,2005,5
93340,353196,63280,242591,36530,153607,C,Child care expenses,Frais de garde d'enfants,28,,,2005,5
245880,240697,200420,214954,157080,197084,C,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,29,,,2005,5
58310,79129,37040,52432,28420,41819,C,CPP/QPP contrib. on self-empl./other earning,Cotisations au RPC ou au RRQ,30,,,2005,5
99960,419135,78570,361850,61240,295263,C,Other employment expenses,Autres dépenses d'emploi,31,,,2005,5
4480,61100,3130,48523,1410,23957,C,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,32,,,2005,5
78580,275539,57950,234101,43090,219589,C,Other deductions (from total income),Autres déductions (du revenu total),33,,,2005,5
1290850,6782861,967260,6206771,704270,5385789,C,Total deduction before adjustment,Total des déductions avant ajustement,34,,,2005,5
41710,34351,109710,86973,75290,123792,C,Social benefits repayment,Remb. des prestations de progr. Sociaux,35,,,2005,5
1506290,75635667,1081380,63684013,764910,51638995,C,Net income after adjustment,Revenu net après ajustements,36,,,2005,5
4130,55535,5040,105710,3070,80194,C,Capital gains deduction,Déduction pour gains en capital,37,,,2005,5
50400,116703,43300,103068,34220,94843,C,Losses from other years,Pertes d'autres années,38,,,2005,5
93850,546679,60370,353048,45100,247792,C,Additional deductions (from net income),Déductions supplémentaires (du revenu net),39,,,2005,5
144600,718917,105890,561826,79360,423022,C,Total deductions (from net income),Total des déductions (du revenu net),40,,,2005,5
1505770,74918239,1081150,63122744,764710,51230530,C,Taxable income assessed,Revenu imposable établi,41,,,2005,5
1506160,13017765,1081290,9346469,764780,6609667,D,Basic personal amount,Montant personnel de base,42,,,2005,5
125930,86362,9090,9334,2410,3958,D,Age amount,Montant en raison de l'âge,43,,,2005,5
217790,1267158,164290,981586,121490,727029,D,Spouse &amp; elig. depend. &amp; adoption amt.,"Montant pour conjoint, &amp; pers. à charge, et frais d'adoption",44,,,2005,5
1268300,2348670,933710,1741013,678170,1277889,D,CPP or QPP contributions,Cotisations au RPC ou au RRQ,45,,,2005,5
1183200,863804,872270,643806,628000,466697,D,Employment Insurance premiums,Cotisations à l'assurance-emploi,46,,,2005,5
252590,251501,167020,165622,100130,99477,D,Pension income amount,Montant pour revenu de pension,47,,,2005,5
13570,57184,9450,36977,7320,29862,D,Caregiver amount,Montant pour aidants naturels,48,,,2005,5
28330,215267,17260,134648,12260,95369,D,Disability amount,Montant pour personnes handicapées,49,,,2005,5
164380,592827,126250,477249,104880,398074,D,Tuition and education amounts,Frais de scolarité et montant relatif aux études,50,,,2005,5
67180,46118,41550,28299,22500,14297,D,Interest paid on student loans,Intérêts payés sur vos prêts étudiants,51,,,2005,5
37180,130254,25910,86791,15510,53170,D,Amounts transferred from spouse,Montants transférés du conjoint,52,,,2005,5
166020,461676,97650,303586,57130,186446,D,Allowable amt. of med. expenses,Montant admissible des frais médicaux,53,,,2005,5
1506210,2888188,1081400,2085271,764860,1487784,D,Total tax credits,Total des crédits d'impôt,54,,,2005,5
651820,695242,523530,595669,406890,501151,E,Charitable donations &amp; gov. gifts,Dons de bienfaisance et dons aux gouvernements,55,,,2005,5
2600,35648,2100,35413,1440,29526,E,Cultural and ecological gifts,Dons des biens culturels ou écosensibles,56,,,2005,5
647420,198941,519710,172228,404970,145249,E,Donations &amp; gifts,Dons,57,,,2005,5
1506210,3087128,1081400,2257498,764860,1633032,E,Total non-refundable tax credits,Total des crédits d'impôt non remboursables,58,,,2005,5
1497740,9491518,1077550,8772290,762560,7613332,F,Basic federal tax,Impôt fédéral de base,59,,,2005,5
287390,171814,233920,169673,182230,142117,F,Fed. dividend tax credit,Crédit d'impôt pour dividendes,60,,,2005,5
47950,130143,29430,82577,22710,67484,F,CPP contrib. on self-employ. earning,Cot. au RPC à payer d'un travail indép. &amp; pour d'autres rev.,61,,,2005,5
1495230,9441344,1075090,8717682,760690,7564321,F,Net federal tax,Impôt fédéral net,62,,,2005,5
1161650,3791124,846660,3477981,626210,3125952,F,Net provincial tax,Impôt provincial &amp; territorial net,63,,,2005,5
1500260,13401849,1078100,12371672,763100,10888240,F,Total tax payable,Total de l'impôt à payer,64,,,2005,5
491100,0,315990,0,4148540,0,A,Number of taxable returns,Nombre de déclarations imposables,1,,,2005,6
1560,0,690,0,14120,0,A,Number of non-taxable returns,Nombre de déclarations non imposables,2,,,2005,6
492650,0,316680,0,4162660,0,A,Total number of returns,Nombre total de déclarations,3,,,2005,6
434430,33153583,277230,23168082,3580400,218645941,B,Employment income,Revenus d'emploi,4,,,2005,6
16640,585002,12830,488295,115850,3025124,B,Commissions (from employment),Commissions (d'emploi),5,,,2005,6
84540,345766,57740,302349,635570,2286599,B,Other employment income,Autres revenus d'emploi,6,,,2005,6
40100,217886,25270,136334,408960,2219603,B,Old Age Security pension,Pension de sécurité de la vieillesse,7,,,2005,6
58840,422964,38090,263967,604940,4273768,B,CPP or QPP benefits,Prestations du RPC ou du RRQ,8,,,2005,6
53820,1824813,35370,1213042,559430,17016205,B,Other pensions or superannuation,Autres pensions et pensions de retraite,9,,,2005,6
17680,70677,8770,33588,235800,1118818,B,Employment Insurance benefits,Prestations d'assurance-emploi,10,,,2005,6
148630,922878,104570,839474,1019580,5392743,B,Taxable amount of dividends,Montant imposable des dividendes,11,,,2005,6
200660,558886,136900,401421,1561340,3648729,B,interest &amp; other invest. income,Revenus de placements,12,,,2005,6
26390,517275,16900,362586,268820,3787439,B,Annuity income,Revenus de rentes,13,,,2005,6
39740,111946,28000,94565,317820,704881,B,Net rental income,Revenus nets de location,14,,,2005,6
97770,530412,70730,499602,658760,3031253,B,Taxable capital gains,Gains en capital imposables,15,,,2005,6
56560,374137,37220,297467,505440,2728657,B,RRSP income,Revenu d'un REER,16,,,2005,6
31810,618487,22290,568930,271720,4711965,B,Net business income,Revenus nets d'entreprise,17,,,2005,6
12860,495618,10630,488693,84090,2510756,B,Net professional income,Revenus nets de profession libéral,18,,,2005,6
3550,167944,2670,133133,28130,943820,B,Net commission income,Revenus nets de commissions,19,,,2005,6
8530,57558,5560,36593,66570,357084,B,Net farming income,Revenus nets d'agriculture,20,,,2005,6
510,16644,260,12262,4360,128471,B,Net fishing income,Revenus nets de pêche,21,,,2005,6
10430,88227,5330,63432,115000,877787,B,Tax-exempt income,Revenus non imposables,22,,,2005,6
118830,588815,82920,565028,872930,3743984,B,Other income,Autres revenus,23,,,2005,6
492650,41669518,316680,29968844,4162660,281153821,B,Total income assessed,Revenu total établi,24,,,2005,6
220130,965689,128330,587956,1812250,6296870,C,RPP deduction,Déductions à un RPA,25,,,2005,6
319320,2224858,215560,1814040,2369610,12931172,C,RRSP contributions,Déductions à un REER,26,,,2005,6
217860,199185,123390,111491,1848520,1518951,C,"Annual union, professional, or like dues","Cot. annuelles syndicales, prof., et semblables",27,,,2005,6
20580,89737,13120,59355,226830,898485,C,Child care expenses,Frais de garde d'enfants,28,,,2005,6
114750,174135,82600,142058,800730,968927,C,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,29,,,2005,6
19240,29651,15020,23238,158020,226270,C,CPP/QPP contrib. on self-empl./other earning,Cotisations au RPC ou au RRQ,30,,,2005,6
44960,235651,32370,192451,317090,1504349,C,Other employment expenses,Autres dépenses d'emploi,31,,,2005,6
990,19660,410,6966,10420,160206,C,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,32,,,2005,6
33340,207869,22550,162250,235520,1099348,C,Other deductions (from total income),Autres déductions (du revenu total),33,,,2005,6
457560,4151567,295560,3102948,3715500,25629936,C,Total deduction before adjustment,Total des déductions avant ajustement,34,,,2005,6
45770,123407,28710,107357,301180,475880,C,Social benefits repayment,Remb. des prestations de progr. Sociaux,35,,,2005,6
492530,37396349,316570,26784715,4161690,255139739,C,Net income after adjustment,Revenu net après ajustements,36,,,2005,6
2910,78043,2320,68575,17470,388057,C,Capital gains deduction,Déduction pour gains en capital,37,,,2005,6
26600,85507,20240,63551,174780,463671,C,Losses from other years,Pertes d'autres années,38,,,2005,6
31940,199117,20680,150532,251950,1497168,C,Additional deductions (from net income),Déductions supplémentaires (du revenu net),39,,,2005,6
59690,362667,41460,282658,431000,2349089,C,Total deductions (from net income),Total des déductions (du revenu net),40,,,2005,6
492410,37034627,316360,26502073,4160400,252808213,C,Taxable income assessed,Revenu imposable établi,41,,,2005,6
492470,4256278,316410,2734471,4161110,35964650,D,Basic personal amount,Montant personnel de base,42,,,2005,6
1230,2565,470,1114,139130,103334,D,Age amount,Montant en raison de l'âge,43,,,2005,6
86570,516932,55220,331290,645350,3823995,D,Spouse &amp; elig. depend. &amp; adoption amt.,"Montant pour conjoint, &amp; pers. à charge, et frais d'adoption",44,,,2005,6
440650,834325,283280,539025,3604100,6740922,D,CPP or QPP contributions,Cotisations au RPC ou au RRQ,45,,,2005,6
401280,299267,250130,186185,3334880,2459759,D,Employment Insurance premiums,Cotisations à l'assurance-emploi,46,,,2005,6
60090,59734,39730,39348,619550,615682,D,Pension income amount,Montant pour revenu de pension,47,,,2005,6
4550,19982,3680,15221,38560,159226,D,Caregiver amount,Montant pour aidants naturels,48,,,2005,6
9180,73855,5290,43698,72300,562837,D,Disability amount,Montant pour personnes handicapées,49,,,2005,6
67570,265761,46070,204003,509150,1937914,D,Tuition and education amounts,Frais de scolarité et montant relatif aux études,50,,,2005,6
10930,7247,6060,4603,148210,100564,D,Interest paid on student loans,Intérêts payés sur vos prêts étudiants,51,,,2005,6
9850,32577,6190,20812,94630,323605,D,Amounts transferred from spouse,Montants transférés du conjoint,52,,,2005,6
35230,142623,24280,95896,380310,1190228,D,Allowable amt. of med. expenses,Montant admissible des frais médicaux,53,,,2005,6
492600,972351,316470,628853,4161530,8062446,D,Total tax credits,Total des crédits d'impôt,54,,,2005,6
279510,386139,188410,282023,2050160,2460224,E,Charitable donations &amp; gov. gifts,Dons de bienfaisance et dons aux gouvernements,55,,,2005,6
1340,27189,1090,28538,8570,156314,E,Cultural and ecological gifts,Dons des biens culturels ou écosensibles,56,,,2005,6
278600,113772,187810,85830,2038510,716018,E,Donations &amp; gifts,Dons,57,,,2005,6
492600,1086123,316490,714683,4161550,8778465,E,Total non-refundable tax credits,Total des crédits d'impôt non remboursables,58,,,2005,6
490600,5823279,315670,4386049,4144110,36086467,F,Basic federal tax,Impôt fédéral de base,59,,,2005,6
137680,122964,97700,111869,938920,718437,F,Fed. dividend tax credit,Crédit d'impôt pour dividendes,60,,,2005,6
15080,46676,11940,37046,127100,363926,F,CPP contrib. on self-employ. earning,Cot. au RPC à payer d'un travail indép. &amp; pour d'autres rev.,61,,,2005,6
489320,5780716,314830,4351766,4135150,35855830,F,Net federal tax,Impôt fédéral net,62,,,2005,6
404880,2449779,260770,1879449,3300170,14724285,F,Net provincial tax,Impôt provincial &amp; territorial net,63,,,2005,6
491100,8405624,315990,6378814,4148540,51446199,F,Total tax payable,Total de l'impôt à payer,64,,,2005,6
599190,0,233070,0,143710,0,A,Number of taxable returns,Nombre de déclarations imposables,1,,,2005,7
1160,0,900,0,230,0,A,Number of non-taxable returns,Nombre de déclarations non imposables,2,,,2005,7
600350,0,233960,0,143950,0,A,Total number of returns,Nombre total de déclarations,3,,,2005,7
509310,50633713,178950,24660230,105850,44169696,B,Employment income,Revenus d'emploi,4,,,2005,7
33080,1739150,17340,1642231,10080,3174742,B,Commissions (from employment),Commissions (d'emploi),5,,,2005,7
124860,869720,50880,676436,33270,2585925,B,Other employment income,Autres revenus d'emploi,6,,,2005,7
54740,294490,27170,144339,19100,100368,B,Old Age Security pension,Pension de sécurité de la vieillesse,7,,,2005,7
76990,552542,37640,273032,25290,191209,B,CPP or QPP benefits,Prestations du RPC ou du RRQ,8,,,2005,7
73330,2754361,30610,1352899,14640,977018,B,Other pensions or superannuation,Autres pensions et pensions de retraite,9,,,2005,7
11660,49019,1310,6033,470,3019,B,Employment Insurance benefits,Prestations d'assurance-emploi,10,,,2005,7
246220,2989720,123490,2777206,96240,8879571,B,Taxable amount of dividends,Montant imposable des dividendes,11,,,2005,7
297310,1212427,143500,974289,112680,2709746,B,interest &amp; other invest. income,Revenus de placements,12,,,2005,7
34210,891030,16970,624302,11740,670237,B,Annuity income,Revenus de rentes,13,,,2005,7
61070,306374,29520,290352,22290,826531,B,Net rental income,Revenus nets de location,14,,,2005,7
169090,1748265,90790,2101037,76650,8221076,B,Taxable capital gains,Gains en capital imposables,15,,,2005,7
62580,648221,21020,460705,9510,457284,B,RRSP income,Revenu d'un REER,16,,,2005,7
42750,1410623,18700,1046994,13600,1483375,B,Net business income,Revenus nets d'entreprise,17,,,2005,7
35460,2545249,32690,4574731,27480,9091105,B,Net professional income,Revenus nets de profession libéral,18,,,2005,7
6960,481170,3250,344829,1500,312920,B,Net commission income,Revenus nets de commissions,19,,,2005,7
12050,103653,5880,153701,4360,130541,B,Net farming income,Revenus nets d'agriculture,20,,,2005,7
490,30116,140,9341,80,13274,B,Net fishing income,Revenus nets de pêche,21,,,2005,7
7480,120366,2230,57235,740,20189,B,Tax-exempt income,Revenus non imposables,22,,,2005,7
187710,1730276,100300,1693198,79860,3205152,B,Other income,Autres revenus,23,,,2005,7
600350,71111466,233960,43863438,143950,87224914,B,Total income assessed,Revenu total établi,24,,,2005,7
201050,998521,51520,317032,17660,144144,C,RPP deduction,Déductions à un RPA,25,,,2005,7
421680,4573120,165160,2539850,101630,1846162,C,RRSP contributions,Déductions à un REER,26,,,2005,7
183390,160822,44110,38527,17020,13393,C,"Annual union, professional, or like dues","Cot. annuelles syndicales, prof., et semblables",27,,,2005,7
21510,105995,7090,38204,3180,18373,C,Child care expenses,Frais de garde d'enfants,28,,,2005,7
192190,431276,97010,414119,80790,1061303,C,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,29,,,2005,7
40970,66629,32590,55566,25090,43395,C,CPP/QPP contrib. on self-empl./other earning,Cotisations au RPC ou au RRQ,30,,,2005,7
73070,549416,31830,361531,16760,321993,C,Other employment expenses,Autres dépenses d'emploi,31,,,2005,7
660,12851,50,1957,30,785,C,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,32,,,2005,7
53380,537512,32880,613285,34680,1718230,C,Other deductions (from total income),Autres déductions (du revenu total),33,,,2005,7
560260,7444018,217290,4382161,133370,5169110,C,Total deduction before adjustment,Total des déductions avant ajustement,34,,,2005,7
57190,273540,26460,137350,18650,97700,C,Social benefits repayment,Remb. des prestations de progr. Sociaux,35,,,2005,7
600130,63410746,233840,39347625,143890,81983447,C,Net income after adjustment,Revenu net après ajustements,36,,,2005,7
7060,331735,7110,663954,7580,1170704,C,Capital gains deduction,Déduction pour gains en capital,37,,,2005,7
50470,206431,28490,175470,25780,404509,C,Losses from other years,Pertes d'autres années,38,,,2005,7
44660,352756,21590,424982,18230,2961045,C,Additional deductions (from net income),Déductions supplémentaires (du revenu net),39,,,2005,7
97660,891905,53450,1264724,46030,4538196,C,Total deductions (from net income),Total des déductions (du revenu net),40,,,2005,7
599820,62529156,233480,38101596,143830,77461859,C,Taxable income assessed,Revenu imposable établi,41,,,2005,7
599510,5180876,233270,2014953,143180,1235232,D,Basic personal amount,Montant personnel de base,42,,,2005,7
880,1825,540,1392,210,465,D,Age amount,Montant en raison de l'âge,43,,,2005,7
107880,651751,41190,250814,24030,147109,D,Spouse &amp; elig. depend. &amp; adoption amt.,"Montant pour conjoint, &amp; pers. à charge, et frais d'adoption",44,,,2005,7
527260,1027308,197440,414458,117260,256929,D,CPP or QPP contributions,Cotisations au RPC ou au RRQ,45,,,2005,7
438210,325932,135490,99494,65600,47701,D,Employment Insurance premiums,Cotisations à l'assurance-emploi,46,,,2005,7
83150,82360,37390,36954,20810,20498,D,Pension income amount,Montant pour revenu de pension,47,,,2005,7
6430,27530,2140,8726,980,3934,D,Caregiver amount,Montant pour aidants naturels,48,,,2005,7
10690,84922,4120,31466,2760,20938,D,Disability amount,Montant pour personnes handicapées,49,,,2005,7
86640,395913,33500,163717,21200,110437,D,Tuition and education amounts,Frais de scolarité et montant relatif aux études,50,,,2005,7
9340,5788,2430,1734,800,563,D,Interest paid on student loans,Intérêts payés sur vos prêts étudiants,51,,,2005,7
12400,39947,4850,15057,2220,6287,D,Amounts transferred from spouse,Montants transférés du conjoint,52,,,2005,7
51760,243155,26040,157990,18360,149379,D,Allowable amt. of med. expenses,Montant admissible des frais médicaux,53,,,2005,7
599840,1200239,233520,471232,143490,293405,D,Total tax credits,Total des crédits d'impôt,54,,,2005,7
386740,775805,163520,576286,110200,1768517,E,Charitable donations &amp; gov. gifts,Dons de bienfaisance et dons aux gouvernements,55,,,2005,7
1620,54720,770,47833,520,81991,E,Cultural and ecological gifts,Dons des biens culturels ou écosensibles,56,,,2005,7
385560,231751,163370,176877,110120,533722,E,Donations &amp; gifts,Dons,57,,,2005,7
599840,1431990,233540,648109,143540,827127,E,Total non-refundable tax credits,Total des crédits d'impôt non remboursables,58,,,2005,7
598550,11285952,232860,8023143,143530,19236083,F,Basic federal tax,Impôt fédéral de base,59,,,2005,7
232820,398488,118960,370225,94060,1183887,F,Fed. dividend tax credit,Crédit d'impôt pour dividendes,60,,,2005,7
30560,98683,22520,75895,18390,63242,F,CPP contrib. on self-employ. earning,Cot. au RPC à payer d'un travail indép. &amp; pour d'autres rev.,61,,,2005,7
596290,11165639,232080,7936893,143130,18917830,F,Net federal tax,Impôt fédéral net,62,,,2005,7
496970,4973241,191550,3541778,121240,8637723,F,Net provincial tax,Impôt provincial &amp; territorial net,63,,,2005,7
599190,16519236,233070,11693928,143710,27717826,F,Total tax payable,Total de l'impôt à payer,64,,,2005,7
5124510,0,16297920,0,0,0,A,Number of taxable returns,Nombre de déclarations imposables,1,,,2005,8
16410,0,7583620,0,0,0,A,Number of non-taxable returns,Nombre de déclarations non imposables,2,,,2005,8
5140920,0,23881540,0,0,0,A,Total number of returns,Nombre total de déclarations,3,,,2005,8
4374500,338109580,15367730,564071177,0,0,B,Employment income,Revenus d'emploi,4,,,2005,8
176350,9581247,456060,11078471,0,0,B,Commissions (from employment),Commissions (d'emploi),5,,,2005,8
844580,6418680,2115980,10726254,0,0,B,Other employment income,Autres revenus d'emploi,6,,,2005,8
509970,2758800,4086970,21542363,0,0,B,Old Age Security pension,Pension de sécurité de la vieillesse,7,,,2005,8
744860,5290551,5207190,30711883,0,0,B,CPP or QPP benefits,Prestations du RPC ou du RRQ,8,,,2005,8
678000,22100482,2770020,47199645,0,0,B,Other pensions or superannuation,Autres pensions et pensions de retraite,9,,,2005,8
249240,1176889,2313590,12459291,0,0,B,Employment Insurance benefits,Prestations d'assurance-emploi,10,,,2005,8
1485530,20039241,3415510,24008349,0,0,B,Taxable amount of dividends,Montant imposable des dividendes,11,,,2005,8
2114820,8545190,6960420,16063650,0,0,B,interest &amp; other invest. income,Revenus de placements,12,,,2005,8
331740,5973008,1587470,12403360,0,0,B,Annuity income,Revenus de rentes,13,,,2005,8
430700,2128138,1195920,3229950,0,0,B,Net rental income,Revenus nets de location,14,,,2005,8
995290,15101630,2296200,17641493,0,0,B,Taxable capital gains,Gains en capital imposables,15,,,2005,8
598550,4294867,1790910,8546605,0,0,B,RRSP income,Revenu d'un REER,16,,,2005,8
346770,8652957,1779940,20007996,0,0,B,Net business income,Revenus nets d'entreprise,17,,,2005,8
179720,18721842,361080,20620388,0,0,B,Net professional income,Revenus nets de profession libéral,18,,,2005,8
39840,2082740,137240,2859453,0,0,B,Net commission income,Revenus nets de commissions,19,,,2005,8
88860,744979,378090,1248386,0,0,B,Net farming income,Revenus nets d'agriculture,20,,,2005,8
5070,181201,35390,425077,0,0,B,Net fishing income,Revenus nets de pêche,21,,,2005,8
125450,1075577,3482190,19578442,0,0,B,Tax-exempt income,Revenus non imposables,22,,,2005,8
1240790,10372610,3718150,17054590,0,0,B,Other income,Autres revenus,23,,,2005,8
5140920,483353639,23017700,861481032,0,0,B,Total income assessed,Revenu total établi,24,,,2005,8
2082470,7756566,4198890,10727471,0,0,C,RPP deduction,Déductions à un RPA,25,,,2005,8
3058080,21890304,6202450,29975128,0,0,C,RRSP contributions,Déductions à un REER,26,,,2005,8
2093050,1731693,5348370,2972897,0,0,C,"Annual union, professional, or like dues","Cot. annuelles syndicales, prof., et semblables",27,,,2005,8
258610,1061057,1129920,3306847,0,0,C,Child care expenses,Frais de garde d'enfants,28,,,2005,8
1170710,2875624,2501000,3681876,0,0,C,Carrying charges and interest expenses,Frais financiers et frais d'intérêts,29,,,2005,8
256670,391861,1384990,1034706,0,0,C,CPP/QPP contrib. on self-empl./other earning,Cotisations au RPC ou au RRQ,30,,,2005,8
438740,2737290,797440,3822320,0,0,C,Other employment expenses,Autres dépenses d'emploi,31,,,2005,8
11150,175798,26690,304876,0,0,C,Clergy residence deduction,Déduction pour la résidence d'un membre du clergé,32,,,2005,8
356450,3968375,1122890,5121745,0,0,C,Other deductions (from total income),Autres déductions (du revenu total),33,,,2005,8
4626420,42625226,12792450,60947010,0,0,C,Total deduction before adjustment,Total des déductions avant ajustement,34,,,2005,8
403470,984471,415030,1022168,0,0,C,Social benefits repayment,Remb. des prestations de progr. Sociaux,35,,,2005,8
5139540,439881556,22893390,800652317,0,0,C,Net income after adjustment,Revenu net après ajustements,36,,,2005,8
39210,2554450,62660,2748111,0,0,C,Capital gains deduction,Déduction pour gains en capital,37,,,2005,8
279510,1250081,551840,1730778,0,0,C,Losses from other years,Pertes d'autres années,38,,,2005,8
336430,5235951,3909460,24728768,0,0,C,Additional deductions (from net income),Déductions supplémentaires (du revenu net),39,,,2005,8
628140,9043914,4464960,29211866,0,0,C,Total deductions (from net income),Total des déductions (du revenu net),40,,,2005,8
5137530,430900824,22218330,771621043,0,0,C,Taxable income assessed,Revenu imposable établi,41,,,2005,8
5137070,44395710,23851120,205276078,0,0,D,Basic personal amount,Montant personnel de base,42,,,2005,8
140750,107017,3827790,13832138,0,0,D,Age amount,Montant en raison de l'âge,43,,,2005,8
818450,4873669,3061790,17999423,0,0,D,Spouse &amp; elig. depend. &amp; adoption amt.,"Montant pour conjoint, &amp; pers. à charge, et frais d'adoption",44,,,2005,8
4446060,8439616,15250100,19005501,0,0,D,CPP or QPP contributions,Cotisations au RPC ou au RRQ,45,,,2005,8
3974170,2932886,13747810,6987831,0,0,D,Employment Insurance premiums,Cotisations à l'assurance-emploi,46,,,2005,8
760910,755495,3369230,3274739,0,0,D,Pension income amount,Montant pour revenu de pension,47,,,2005,8
48120,199415,153410,618785,0,0,D,Caregiver amount,Montant pour aidants naturels,48,,,2005,8
89870,700162,523500,3668140,0,0,D,Disability amount,Montant pour personnes handicapées,49,,,2005,8
650490,2607980,2311980,8857545,0,0,D,Tuition and education amounts,Frais de scolarité et montant relatif aux études,50,,,2005,8
160780,108649,689650,398877,0,0,D,Interest paid on student loans,Intérêts payés sur vos prêts étudiants,51,,,2005,8
114100,384896,764690,2686155,0,0,D,Amounts transferred from spouse,Montants transférés du conjoint,52,,,2005,8
476470,1740751,3210810,6825733,0,0,D,Allowable amt. of med. expenses,Montant admissible des frais médicaux,53,,,2005,8
5138380,10027322,23856570,43250551,0,0,D,Total tax credits,Total des crédits d'impôt,54,,,2005,8
2710610,5580832,5970040,8078785,0,0,E,Charitable donations &amp; gov. gifts,Dons de bienfaisance et dons aux gouvernements,55,,,2005,8
11480,340859,18560,379868,0,0,E,Cultural and ecological gifts,Dons des biens culturels ou écosensibles,56,,,2005,8
2697570,1658369,5906540,2331534,0,0,E,Donations &amp; gifts,Dons,57,,,2005,8
5138470,11685691,23856920,45582085,0,0,E,Total non-refundable tax credits,Total des crédits d'impôt non remboursables,58,,,2005,8
5119040,74631646,15958810,98965223,0,0,F,Basic federal tax,Impôt fédéral de base,59,,,2005,8
1384760,2671038,3132080,3199129,0,0,F,Fed. dividend tax credit,Crédit d'impôt pour dividendes,60,,,2005,8
198580,601746,1079950,1620935,0,0,F,CPP contrib. on self-employ. earning,Cot. au RPC à payer d'un travail indép. &amp; pour d'autres rev.,61,,,2005,8
5106660,73876191,15872290,98096105,0,0,F,Net federal tax,Impôt fédéral net,62,,,2005,8
4109930,31877027,11051680,40923300,0,0,F,Net provincial tax,Impôt provincial &amp; territorial net,63,,,2005,8
5124510,107377189,16297920,141665982,0,0,F,Total tax payable,Total de l'impôt à payer,64,,,2005,8
